count,cpu_usage,memory_usage,signal
13779,55,78,yes
13780,33,5,no
13781,23,14,no
13782,20,57,no
13783,92,92,yes
13784,1,38,no
13785,62,89,yes
13786,1,69,yes
13787,28,89,yes
13788,53,12,no
13789,72,1,yes
13790,51,26,no
13791,61,57,yes
13792,23,73,yes
13793,84,87,yes
13794,43,7,no
13795,31,14,no
13796,86,85,yes
13797,61,38,yes
13798,13,24,no
13799,61,8,yes
13800,98,74,yes
13801,29,54,no
13802,23,51,no
13803,85,68,yes
13804,54,66,yes
13805,97,52,yes
13806,77,99,yes
13807,18,99,yes
13808,46,77,yes
13809,64,39,yes
13810,62,1,yes
13811,57,11,no
13812,22,96,yes
13813,7,93,yes
13814,28,36,no
13815,61,100,yes
13816,83,6,yes
13817,52,69,yes
13818,59,57,no
13819,87,51,yes
13820,20,87,yes
13821,71,5,yes
13822,33,16,no
13823,81,90,yes
13824,23,92,yes
13825,51,38,no
13826,43,44,no
13827,8,85,yes
13828,29,29,no
13829,64,12,yes
13830,76,39,yes
13831,91,87,yes
13832,33,71,yes
13833,20,32,no
13834,68,82,yes
13835,92,82,yes
13836,37,3,no
13837,58,18,no
13838,19,59,no
13839,27,85,yes
13840,3,12,no
13841,6,22,no
13842,91,66,yes
13843,26,40,no
13844,1,88,yes
13845,21,94,yes
13846,62,13,yes
13847,6,76,yes
13848,58,96,yes
13849,68,10,yes
13850,50,61,yes
13851,36,61,yes
13852,78,46,yes
13853,71,90,yes
13854,99,78,yes
13855,41,78,yes
13856,66,11,yes
13857,73,41,yes
13858,90,18,yes
13859,2,95,yes
13860,63,88,yes
13861,97,12,yes
13862,43,47,no
13863,88,2,yes
13864,65,38,yes
13865,17,51,no
13866,57,76,yes
13867,52,61,yes
13868,38,15,no
13869,65,27,yes
13870,32,32,no
13871,100,19,yes
13872,62,55,yes
13873,39,91,yes
13874,20,11,no
13875,55,61,yes
13876,79,12,yes
13877,5,80,yes
13878,10,60,no
13879,57,90,yes
13880,70,32,yes
13881,17,2,no
13882,23,8,no
13883,37,43,no
13884,75,77,yes
13885,16,49,no
13886,61,5,yes
13887,51,32,no
13888,86,92,yes
13889,68,84,yes
13890,20,61,yes
13891,80,28,yes
13892,15,55,no
13893,96,78,yes
13894,44,67,yes
13895,96,80,yes
13896,28,45,no
13897,60,94,yes
13898,88,42,yes
13899,2,92,yes
13900,37,92,yes
13901,47,97,yes
13902,31,64,yes
13903,75,4,yes
13904,44,75,yes
13905,10,68,yes
13906,67,59,yes
13907,18,22,no
13908,94,74,yes
13909,9,47,no
13910,18,55,no
13911,50,87,yes
13912,59,82,yes
13913,16,96,yes
13914,1,31,no
13915,84,11,yes
13916,38,90,yes
13917,74,94,yes
13918,33,89,yes
13919,64,95,yes
13920,16,98,yes
13921,24,97,yes
13922,87,31,yes
13923,23,73,yes
13924,21,24,no
13925,26,85,yes
13926,60,54,no
13927,15,3,no
13928,29,3,no
13929,91,49,yes
13930,53,76,yes
13931,45,45,no
13932,51,35,no
13933,60,67,yes
13934,45,75,yes
13935,45,98,yes
13936,34,79,yes
13937,9,52,no
13938,23,81,yes
13939,80,11,yes
13940,53,33,no
13941,23,29,no
13942,80,25,yes
13943,53,26,no
13944,20,7,no
13945,76,90,yes
13946,45,63,yes
13947,98,59,yes
13948,28,76,yes
13949,38,70,yes
13950,63,25,yes
13951,48,26,no
13952,80,62,yes
13953,13,79,yes
13954,68,87,yes
13955,2,65,yes
13956,94,96,yes
13957,33,70,yes
13958,36,13,no
13959,50,99,yes
13960,72,82,yes
13961,1,32,no
13962,58,71,yes
13963,81,16,yes
13964,47,70,yes
13965,54,58,no
13966,74,51,yes
13967,66,83,yes
13968,87,4,yes
13969,14,82,yes
13970,69,21,yes
13971,66,67,yes
13972,18,77,yes
13973,50,89,yes
13974,15,46,no
13975,42,94,yes
13976,75,91,yes
13977,32,18,no
13978,42,86,yes
13979,23,92,yes
13980,89,10,yes
13981,59,52,no
13982,35,91,yes
13983,56,30,no
13984,9,35,no
13985,10,22,no
13986,29,67,yes
13987,85,68,yes
13988,31,14,no
13989,53,40,no
13990,11,13,no
13991,15,25,no
13992,95,27,yes
13993,22,59,no
13994,89,51,yes
13995,34,61,yes
13996,90,83,yes
13997,55,66,yes
13998,71,74,yes
13999,10,58,no
14000,26,83,yes
14001,92,45,yes
14002,78,8,yes
14003,49,78,yes
14004,41,45,no
14005,74,80,yes
14006,16,9,no
14007,66,31,yes
14008,37,14,no
14009,80,43,yes
14010,64,98,yes
14011,27,66,yes
14012,99,45,yes
14013,81,91,yes
14014,55,13,no
14015,6,43,no
14016,33,15,no
14017,29,58,no
14018,27,82,yes
14019,43,44,no
14020,53,1,no
14021,74,55,yes
14022,5,11,no
14023,14,40,no
14024,57,5,no
14025,19,67,yes
14026,72,45,yes
14027,83,44,yes
14028,29,95,yes
14029,63,56,yes
14030,67,23,yes
14031,20,81,yes
14032,72,90,yes
14033,31,30,no
14034,96,81,yes
14035,17,36,no
14036,6,40,no
14037,85,82,yes
14038,81,51,yes
14039,67,75,yes
14040,27,22,no
14041,98,53,yes
14042,8,25,no
14043,91,28,yes
14044,28,16,no
14045,73,91,yes
14046,70,68,yes
14047,69,86,yes
14048,13,60,no
14049,71,36,yes
14050,65,3,yes
14051,58,78,yes
14052,91,6,yes
14053,43,86,yes
14054,58,39,no
14055,51,37,no
14056,84,21,yes
14057,48,58,no
14058,21,80,yes
14059,22,7,no
14060,73,8,yes
14061,47,37,no
14062,17,82,yes
14063,19,7,no
14064,56,22,no
14065,92,17,yes
14066,7,6,no
14067,30,66,yes
14068,67,19,yes
14069,57,41,no
14070,28,60,no
14071,30,33,no
14072,17,31,no
14073,43,47,no
14074,60,82,yes
14075,21,32,no
14076,31,83,yes
14077,50,78,yes
14078,12,6,no
14079,76,12,yes
14080,78,92,yes
14081,13,97,yes
14082,19,89,yes
14083,72,22,yes
14084,10,79,yes
14085,14,24,no
14086,80,79,yes
14087,27,44,no
14088,70,92,yes
14089,6,94,yes
14090,81,73,yes
14091,76,30,yes
14092,23,2,no
14093,59,77,yes
14094,70,54,yes
14095,26,83,yes
14096,87,64,yes
14097,38,43,no
14098,64,66,yes
14099,67,82,yes
14100,1,57,no
14101,11,59,no
14102,25,52,no
14103,45,36,no
14104,51,62,yes
14105,44,97,yes
14106,51,64,yes
14107,90,55,yes
14108,52,85,yes
14109,54,25,no
14110,56,39,no
14111,69,8,yes
14112,85,66,yes
14113,33,35,no
14114,8,4,no
14115,80,56,yes
14116,7,20,no
14117,56,24,no
14118,61,60,yes
14119,80,42,yes
14120,21,42,no
14121,88,14,yes
14122,79,66,yes
14123,21,36,no
14124,75,41,yes
14125,84,31,yes
14126,67,3,yes
14127,30,49,no
14128,62,59,yes
14129,19,71,yes
14130,7,82,yes
14131,55,1,no
14132,4,68,yes
14133,81,1,yes
14134,41,42,no
14135,90,58,yes
14136,1,9,no
14137,80,80,yes
14138,15,31,no
14139,41,55,no
14140,94,2,yes
14141,34,70,yes
14142,99,57,yes
14143,7,1,no
14144,49,1,no
14145,64,11,yes
14146,52,99,yes
14147,96,43,yes
14148,92,81,yes
14149,93,73,yes
14150,44,23,no
14151,66,41,yes
14152,23,2,no
14153,55,48,no
14154,29,40,no
14155,65,5,yes
14156,15,77,yes
14157,61,54,yes
14158,64,84,yes
14159,53,73,yes
14160,8,29,no
14161,45,57,no
14162,12,74,yes
14163,13,38,no
14164,26,56,no
14165,46,7,no
14166,9,87,yes
14167,39,50,no
14168,82,27,yes
14169,35,20,no
14170,20,82,yes
14171,79,25,yes
14172,77,88,yes
14173,9,78,yes
14174,91,20,yes
14175,99,19,yes
14176,90,41,yes
14177,30,35,no
14178,54,86,yes
14179,17,82,yes
14180,73,15,yes
14181,91,97,yes
14182,88,52,yes
14183,85,20,yes
14184,46,63,yes
14185,7,25,no
14186,86,49,yes
14187,87,89,yes
14188,33,34,no
14189,7,18,no
14190,78,7,yes
14191,97,54,yes
14192,39,20,no
14193,15,84,yes
14194,71,87,yes
14195,10,32,no
14196,92,84,yes
14197,24,35,no
14198,21,52,no
14199,36,69,yes
14200,33,16,no
14201,17,47,no
14202,2,70,yes
14203,15,27,no
14204,50,99,yes
14205,37,43,no
14206,11,73,yes
14207,66,49,yes
14208,91,34,yes
14209,27,40,no
14210,63,60,yes
14211,52,99,yes
14212,100,7,yes
14213,58,40,no
14214,78,73,yes
14215,92,73,yes
14216,43,97,yes
14217,45,61,yes
14218,30,25,no
14219,73,30,yes
14220,12,39,no
14221,65,51,yes
14222,4,10,no
14223,11,31,no
14224,55,37,no
14225,28,38,no
14226,86,42,yes
14227,34,57,no
14228,16,3,no
14229,63,3,yes
14230,1,48,no
14231,56,43,no
14232,11,66,yes
14233,78,73,yes
14234,87,11,yes
14235,91,41,yes
14236,59,23,no
14237,8,75,yes
14238,64,4,yes
14239,44,94,yes
14240,16,38,no
14241,12,59,no
14242,3,95,yes
14243,86,87,yes
14244,81,95,yes
14245,21,55,no
14246,26,32,no
14247,47,46,no
14248,23,69,yes
14249,45,21,no
14250,28,2,no
14251,42,8,no
14252,64,32,yes
14253,34,14,no
14254,1,81,yes
14255,2,80,yes
14256,7,79,yes
14257,88,47,yes
14258,57,55,no
14259,48,48,no
14260,92,10,yes
14261,15,91,yes
14262,47,46,no
14263,64,53,yes
14264,45,46,no
14265,5,36,no
14266,5,11,no
14267,27,60,no
14268,86,11,yes
14269,99,89,yes
14270,68,85,yes
14271,89,32,yes
14272,30,71,yes
14273,96,13,yes
14274,69,5,yes
14275,61,39,yes
14276,80,71,yes
14277,43,66,yes
14278,13,83,yes
14279,9,77,yes
14280,79,47,yes
14281,35,21,no
14282,67,23,yes
14283,40,16,no
14284,23,22,no
14285,92,87,yes
14286,1,80,yes
14287,8,29,no
14288,4,34,no
14289,69,84,yes
14290,9,18,no
14291,97,14,yes
14292,17,51,no
14293,99,29,yes
14294,14,31,no
14295,84,91,yes
14296,45,14,no
14297,38,16,no
14298,16,37,no
14299,38,7,no
14300,49,45,no
14301,76,25,yes
14302,12,63,yes
14303,18,34,no
14304,82,4,yes
14305,60,2,no
14306,91,90,yes
14307,7,86,yes
14308,43,96,yes
14309,44,67,yes
14310,96,68,yes
14311,48,62,yes
14312,41,20,no
14313,11,16,no
14314,97,18,yes
14315,88,41,yes
14316,95,68,yes
14317,44,60,no
14318,6,40,no
14319,37,17,no
14320,96,77,yes
14321,65,45,yes
14322,50,94,yes
14323,37,39,no
14324,53,91,yes
14325,22,11,no
14326,64,72,yes
14327,97,100,yes
14328,64,81,yes
14329,60,45,no
14330,73,38,yes
14331,84,60,yes
14332,88,68,yes
14333,42,15,no
14334,33,57,no
14335,92,22,yes
14336,47,15,no
14337,54,12,no
14338,16,97,yes
14339,25,61,yes
14340,89,3,yes
14341,96,55,yes
14342,80,13,yes
14343,36,64,yes
14344,88,33,yes
14345,74,90,yes
14346,95,43,yes
14347,5,55,no
14348,61,97,yes
14349,29,24,no
14350,10,37,no
14351,10,94,yes
14352,73,9,yes
14353,25,80,yes
14354,21,2,no
14355,49,13,no
14356,53,36,no
14357,22,71,yes
14358,6,95,yes
14359,56,91,yes
14360,86,90,yes
14361,68,10,yes
14362,100,59,yes
14363,30,58,no
14364,73,6,yes
14365,17,89,yes
14366,68,36,yes
14367,75,33,yes
14368,45,64,yes
14369,33,86,yes
14370,17,78,yes
14371,42,74,yes
14372,77,18,yes
14373,78,52,yes
14374,28,54,no
14375,48,37,no
14376,76,88,yes
14377,81,6,yes
14378,12,31,no
14379,12,89,yes
14380,76,28,yes
14381,91,48,yes
14382,82,81,yes
14383,6,52,no
14384,98,2,yes
14385,27,8,no
14386,26,10,no
14387,39,6,no
14388,83,61,yes
14389,80,70,yes
14390,41,15,no
14391,93,85,yes
14392,39,93,yes
14393,65,60,yes
14394,10,97,yes
14395,98,20,yes
14396,33,99,yes
14397,43,78,yes
14398,33,28,no
14399,30,34,no
14400,24,3,no
14401,58,64,yes
14402,82,32,yes
14403,65,27,yes
14404,48,62,yes
14405,7,23,no
14406,75,26,yes
14407,77,93,yes
14408,29,58,no
14409,70,31,yes
14410,3,52,no
14411,67,74,yes
14412,48,69,yes
14413,2,96,yes
14414,24,97,yes
14415,55,91,yes
14416,33,73,yes
14417,53,41,no
14418,49,49,no
14419,55,31,no
14420,55,13,no
14421,18,24,no
14422,58,46,no
14423,51,24,no
14424,71,59,yes
14425,27,92,yes
14426,39,89,yes
14427,54,84,yes
14428,83,19,yes
14429,5,89,yes
14430,30,71,yes
14431,86,68,yes
14432,60,49,no
14433,8,72,yes
14434,34,2,no
14435,45,26,no
14436,84,78,yes
14437,46,67,yes
14438,97,92,yes
14439,12,60,no
14440,82,74,yes
14441,90,87,yes
14442,35,30,no
14443,76,23,yes
14444,79,49,yes
14445,83,98,yes
14446,80,95,yes
14447,91,32,yes
14448,41,2,no
14449,68,71,yes
14450,37,47,no
14451,31,24,no
14452,72,18,yes
14453,93,10,yes
14454,74,35,yes
14455,83,24,yes
14456,45,19,no
14457,55,91,yes
14458,82,69,yes
14459,11,43,no
14460,48,28,no
14461,98,22,yes
14462,91,8,yes
14463,100,70,yes
14464,35,87,yes
14465,98,24,yes
14466,23,19,no
14467,26,52,no
14468,17,52,no
14469,71,18,yes
14470,65,90,yes
14471,67,15,yes
14472,64,75,yes
14473,21,88,yes
14474,39,72,yes
14475,70,97,yes
14476,38,69,yes
14477,94,13,yes
14478,63,24,yes
14479,55,5,no
14480,13,10,no
14481,26,21,no
14482,71,8,yes
14483,43,55,no
14484,36,95,yes
14485,79,12,yes
14486,61,14,yes
14487,14,57,no
14488,23,20,no
14489,85,59,yes
14490,87,86,yes
14491,49,91,yes
14492,51,14,no
14493,59,59,no
14494,88,77,yes
14495,41,38,no
14496,37,42,no
14497,80,17,yes
14498,66,69,yes
14499,36,75,yes
14500,46,90,yes
14501,40,38,no
14502,26,91,yes
14503,62,74,yes
14504,93,86,yes
14505,29,16,no
14506,70,83,yes
14507,20,5,no
14508,79,25,yes
14509,12,14,no
14510,99,34,yes
14511,25,84,yes
14512,8,25,no
14513,5,23,no
14514,36,96,yes
14515,100,3,yes
14516,27,1,no
14517,53,53,no
14518,48,64,yes
14519,5,73,yes
14520,70,87,yes
14521,58,50,no
14522,11,58,no
14523,13,42,no
14524,28,17,no
14525,93,97,yes
14526,51,5,no
14527,14,17,no
14528,75,30,yes
14529,64,31,yes
14530,60,46,no
14531,29,85,yes
14532,99,22,yes
14533,28,54,no
14534,36,16,no
14535,90,76,yes
14536,73,84,yes
14537,93,82,yes
14538,48,89,yes
14539,28,85,yes
14540,8,42,no
14541,19,95,yes
14542,50,60,no
14543,43,24,no
14544,50,52,no
14545,63,76,yes
14546,75,74,yes
14547,98,76,yes
14548,9,56,no
14549,60,26,no
14550,5,47,no
14551,90,89,yes
14552,28,54,no
14553,26,56,no
14554,81,72,yes
14555,38,78,yes
14556,78,27,yes
14557,91,12,yes
14558,46,64,yes
14559,45,61,yes
14560,99,74,yes
14561,15,18,no
14562,51,24,no
14563,100,36,yes
14564,35,32,no
14565,13,71,yes
14566,47,39,no
14567,82,50,yes
14568,69,58,yes
14569,87,77,yes
14570,46,20,no
14571,12,44,no
14572,69,57,yes
14573,20,35,no
14574,66,58,yes
14575,68,35,yes
14576,88,32,yes
14577,12,35,no
14578,52,44,no
14579,72,88,yes
14580,45,22,no
14581,82,21,yes
14582,66,73,yes
14583,89,22,yes
14584,61,11,yes
14585,92,29,yes
14586,46,51,no
14587,75,69,yes
14588,53,37,no
14589,3,83,yes
14590,25,25,no
14591,86,33,yes
14592,98,36,yes
14593,61,25,yes
14594,77,64,yes
14595,12,60,no
14596,14,12,no
14597,90,25,yes
14598,3,83,yes
14599,61,95,yes
14600,27,33,no
14601,81,7,yes
14602,19,56,no
14603,80,10,yes
14604,87,88,yes
14605,54,62,yes
14606,32,28,no
14607,23,5,no
14608,32,95,yes
14609,24,75,yes
14610,51,60,no
14611,30,59,no
14612,78,71,yes
14613,53,34,no
14614,50,58,no
14615,54,33,no
14616,83,53,yes
14617,16,54,no
14618,100,84,yes
14619,53,87,yes
14620,54,97,yes
14621,29,82,yes
14622,79,28,yes
14623,31,67,yes
14624,71,19,yes
14625,63,38,yes
14626,33,17,no
14627,53,83,yes
14628,22,90,yes
14629,4,71,yes
14630,85,64,yes
14631,57,41,no
14632,52,62,yes
14633,42,32,no
14634,69,75,yes
14635,15,21,no
14636,40,83,yes
14637,28,41,no
14638,22,84,yes
14639,14,89,yes
14640,77,10,yes
14641,53,1,no
14642,18,77,yes
14643,60,62,yes
14644,75,55,yes
14645,92,54,yes
14646,72,9,yes
14647,31,31,no
14648,33,68,yes
14649,97,66,yes
14650,45,38,no
14651,46,60,no
14652,86,28,yes
14653,38,7,no
14654,17,10,no
14655,73,93,yes
14656,47,24,no
14657,24,98,yes
14658,97,39,yes
14659,63,29,yes
14660,7,12,no
14661,29,2,no
14662,77,53,yes
14663,89,19,yes
14664,16,13,no
14665,66,16,yes
14666,29,11,no
14667,49,57,no
14668,92,17,yes
14669,35,53,no
14670,21,95,yes
14671,23,56,no
14672,78,6,yes
14673,30,69,yes
14674,38,85,yes
14675,96,48,yes
14676,46,71,yes
14677,12,72,yes
14678,76,64,yes
14679,73,97,yes
14680,94,78,yes
14681,58,11,no
14682,86,19,yes
14683,93,2,yes
14684,25,72,yes
14685,90,12,yes
14686,20,92,yes
14687,42,25,no
14688,66,57,yes
14689,4,31,no
14690,55,12,no
14691,3,69,yes
14692,16,67,yes
14693,1,84,yes
14694,18,49,no
14695,91,81,yes
14696,6,82,yes
14697,76,80,yes
14698,77,66,yes
14699,61,16,yes
14700,23,29,no
14701,38,46,no
14702,46,49,no
14703,25,92,yes
14704,81,39,yes
14705,27,2,no
14706,89,67,yes
14707,62,70,yes
14708,53,30,no
14709,29,13,no
14710,22,66,yes
14711,10,33,no
14712,67,64,yes
14713,40,24,no
14714,62,31,yes
14715,29,59,no
14716,90,89,yes
14717,10,11,no
14718,67,33,yes
14719,13,48,no
14720,34,2,no
14721,86,46,yes
14722,41,98,yes
14723,45,26,no
14724,69,70,yes
14725,64,51,yes
14726,89,87,yes
14727,27,64,yes
14728,50,27,no
14729,12,16,no
14730,54,80,yes
14731,13,52,no
14732,3,100,yes
14733,14,87,yes
14734,41,36,no
14735,28,15,no
14736,11,29,no
14737,97,72,yes
14738,37,24,no
14739,51,29,no
14740,74,99,yes
14741,72,32,yes
14742,6,9,no
14743,99,94,yes
14744,65,22,yes
14745,22,65,yes
14746,11,66,yes
14747,2,97,yes
14748,67,15,yes
14749,76,78,yes
14750,29,43,no
14751,24,79,yes
14752,12,14,no
14753,71,83,yes
14754,85,7,yes
14755,97,26,yes
14756,44,29,no
14757,40,59,no
14758,1,100,yes
14759,49,15,no
14760,84,64,yes
14761,100,36,yes
14762,73,98,yes
14763,64,52,yes
14764,68,25,yes
14765,9,58,no
14766,1,16,no
14767,88,46,yes
14768,73,13,yes
14769,60,23,no
14770,96,41,yes
14771,12,39,no
14772,64,56,yes
14773,2,42,no
14774,15,66,yes
14775,75,51,yes
14776,10,58,no
14777,23,10,no
14778,96,93,yes
14779,86,80,yes
14780,81,75,yes
14781,97,81,yes
14782,67,23,yes
14783,46,29,no
14784,51,66,yes
14785,74,71,yes
14786,31,25,no
14787,23,46,no
14788,17,83,yes
14789,71,45,yes
14790,40,90,yes
14791,24,3,no
14792,4,58,no
14793,56,9,no
14794,35,77,yes
14795,67,82,yes
14796,95,45,yes
14797,12,60,no
14798,30,69,yes
14799,12,64,yes
14800,56,61,yes
14801,17,35,no
14802,65,64,yes
14803,33,50,no
14804,88,91,yes
14805,61,67,yes
14806,3,64,yes
14807,35,58,no
14808,84,65,yes
14809,4,39,no
14810,94,34,yes
14811,40,45,no
14812,55,68,yes
14813,68,6,yes
14814,20,94,yes
14815,94,9,yes
14816,46,39,no
14817,53,38,no
14818,74,71,yes
14819,92,73,yes
14820,29,37,no
14821,47,67,yes
14822,30,22,no
14823,29,2,no
14824,96,1,yes
14825,93,50,yes
14826,66,56,yes
14827,26,17,no
14828,85,35,yes
14829,17,58,no
14830,74,73,yes
14831,57,96,yes
14832,41,9,no
14833,70,92,yes
14834,79,95,yes
14835,5,59,no
14836,6,8,no
14837,4,10,no
14838,76,77,yes
14839,25,14,no
14840,77,28,yes
14841,86,60,yes
14842,66,74,yes
14843,44,64,yes
14844,51,100,yes
14845,71,22,yes
14846,7,72,yes
14847,71,77,yes
14848,98,15,yes
14849,77,29,yes
14850,8,91,yes
14851,31,5,no
14852,1,84,yes
14853,18,6,no
14854,82,36,yes
14855,47,71,yes
14856,96,84,yes
14857,34,37,no
14858,12,89,yes
14859,79,13,yes
14860,93,10,yes
14861,87,1,yes
14862,69,22,yes
14863,62,53,yes
14864,43,54,no
14865,65,36,yes
14866,93,79,yes
14867,29,79,yes
14868,8,95,yes
14869,99,63,yes
14870,86,3,yes
14871,27,66,yes
14872,83,43,yes
14873,82,2,yes
14874,57,22,no
14875,67,20,yes
14876,48,14,no
14877,71,37,yes
14878,61,70,yes
14879,87,1,yes
14880,48,7,no
14881,12,76,yes
14882,76,14,yes
14883,43,53,no
14884,69,95,yes
14885,74,65,yes
14886,70,5,yes
14887,89,22,yes
14888,16,48,no
14889,60,34,no
14890,78,95,yes
14891,86,38,yes
14892,28,84,yes
14893,89,61,yes
14894,34,13,no
14895,32,36,no
14896,28,41,no
14897,25,74,yes
14898,47,6,no
14899,69,95,yes
14900,83,1,yes
14901,5,53,no
14902,29,6,no
14903,15,8,no
14904,48,60,no
14905,5,82,yes
14906,64,49,yes
14907,100,32,yes
14908,28,68,yes
14909,78,36,yes
14910,71,2,yes
14911,22,61,yes
14912,91,14,yes
14913,94,21,yes
14914,79,90,yes
14915,30,51,no
14916,40,10,no
14917,43,80,yes
14918,8,83,yes
14919,62,32,yes
14920,8,5,no
14921,65,37,yes
14922,22,34,no
14923,85,72,yes
14924,72,76,yes
14925,24,94,yes
14926,40,48,no
14927,16,30,no
14928,93,73,yes
14929,14,59,no
14930,56,95,yes
14931,7,20,no
14932,62,37,yes
14933,20,80,yes
14934,75,57,yes
14935,58,2,no
14936,69,28,yes
14937,43,76,yes
14938,88,70,yes
14939,93,31,yes
14940,62,72,yes
14941,2,4,no
14942,53,2,no
14943,41,37,no
14944,6,6,no
14945,29,54,no
14946,9,66,yes
14947,30,1,no
14948,41,85,yes
14949,39,48,no
14950,48,3,no
14951,77,47,yes
14952,19,2,no
14953,38,83,yes
14954,45,20,no
14955,71,44,yes
14956,40,97,yes
14957,93,42,yes
14958,29,43,no
14959,52,64,yes
14960,80,87,yes
14961,41,70,yes
14962,48,48,no
14963,19,91,yes
14964,33,24,no
14965,79,73,yes
14966,11,59,no
14967,11,72,yes
14968,86,68,yes
14969,55,41,no
14970,17,90,yes
14971,6,54,no
14972,45,19,no
14973,87,78,yes
14974,35,48,no
14975,95,23,yes
14976,72,38,yes
14977,46,2,no
14978,95,97,yes
14979,19,96,yes
14980,56,86,yes
14981,72,21,yes
14982,39,87,yes
14983,24,52,no
14984,11,17,no
14985,98,1,yes
14986,18,67,yes
14987,89,38,yes
14988,20,89,yes
14989,35,12,no
14990,92,74,yes
14991,85,86,yes
14992,79,12,yes
14993,85,93,yes
14994,74,89,yes
14995,86,95,yes
14996,52,3,no
14997,65,5,yes
14998,39,55,no
14999,92,7,yes
15000,83,65,yes
15001,36,22,no
15002,82,2,yes
15003,75,5,yes
15004,47,85,yes
15005,45,18,no
15006,24,26,no
15007,74,71,yes
15008,64,11,yes
15009,57,100,yes
15010,32,81,yes
15011,72,81,yes
15012,63,38,yes
15013,56,8,no
15014,61,1,yes
15015,53,16,no
15016,2,100,yes
15017,28,49,no
15018,10,2,no
15019,23,65,yes
15020,31,77,yes
15021,73,49,yes
15022,85,52,yes
15023,100,69,yes
15024,71,11,yes
15025,7,36,no
15026,34,45,no
15027,99,68,yes
15028,24,24,no
15029,21,49,no
15030,68,38,yes
15031,77,42,yes
15032,76,92,yes
15033,57,39,no
15034,28,6,no
15035,96,38,yes
15036,73,42,yes
15037,30,44,no
15038,86,45,yes
15039,34,47,no
15040,87,29,yes
15041,73,65,yes
15042,26,72,yes
15043,84,10,yes
15044,32,95,yes
15045,39,51,no
15046,10,29,no
15047,17,90,yes
15048,47,92,yes
15049,17,67,yes
15050,32,41,no
15051,51,2,no
15052,47,94,yes
15053,99,58,yes
15054,95,95,yes
15055,90,74,yes
15056,39,49,no
15057,76,58,yes
15058,7,9,no
15059,55,28,no
15060,59,65,yes
15061,35,43,no
15062,35,44,no
15063,45,31,no
15064,20,92,yes
15065,78,77,yes
15066,62,15,yes
15067,22,100,yes
15068,67,90,yes
15069,94,13,yes
15070,97,92,yes
15071,22,9,no
15072,49,80,yes
15073,67,31,yes
15074,50,11,no
15075,88,73,yes
15076,95,26,yes
15077,70,38,yes
15078,18,39,no
15079,96,39,yes
15080,84,69,yes
15081,52,47,no
15082,62,90,yes
15083,1,18,no
15084,55,24,no
15085,26,32,no
15086,67,10,yes
15087,90,29,yes
15088,54,96,yes
15089,47,62,yes
15090,85,17,yes
15091,48,89,yes
15092,99,96,yes
15093,68,96,yes
15094,18,1,no
15095,41,14,no
15096,32,48,no
15097,53,10,no
15098,84,14,yes
15099,12,34,no
15100,66,73,yes
15101,48,89,yes
15102,40,51,no
15103,52,34,no
15104,50,26,no
15105,16,73,yes
15106,83,31,yes
15107,96,47,yes
15108,39,86,yes
15109,18,96,yes
15110,25,24,no
15111,7,49,no
15112,59,93,yes
15113,24,42,no
15114,32,2,no
15115,65,89,yes
15116,3,36,no
15117,76,76,yes
15118,52,80,yes
15119,17,72,yes
15120,98,2,yes
15121,51,67,yes
15122,73,43,yes
15123,51,23,no
15124,48,30,no
15125,4,11,no
15126,22,52,no
15127,3,8,no
15128,96,70,yes
15129,31,4,no
15130,93,4,yes
15131,68,96,yes
15132,18,55,no
15133,19,96,yes
15134,85,26,yes
15135,86,79,yes
15136,41,49,no
15137,43,2,no
15138,39,35,no
15139,9,10,no
15140,38,28,no
15141,27,54,no
15142,41,77,yes
15143,71,27,yes
15144,95,67,yes
15145,94,50,yes
15146,4,96,yes
15147,45,29,no
15148,17,12,no
15149,25,15,no
15150,92,27,yes
15151,56,8,no
15152,23,36,no
15153,91,66,yes
15154,51,11,no
15155,96,13,yes
15156,62,50,yes
15157,40,74,yes
15158,7,93,yes
15159,57,3,no
15160,35,98,yes
15161,96,92,yes
15162,34,87,yes
15163,27,98,yes
15164,7,13,no
15165,89,58,yes
15166,55,15,no
15167,11,70,yes
15168,46,10,no
15169,99,38,yes
15170,7,70,yes
15171,56,65,yes
15172,42,62,yes
15173,50,37,no
15174,13,87,yes
15175,31,33,no
15176,23,79,yes
15177,9,5,no
15178,95,97,yes
15179,7,87,yes
15180,57,25,no
15181,50,18,no
15182,87,98,yes
15183,84,75,yes
15184,80,2,yes
15185,95,90,yes
15186,55,75,yes
15187,34,25,no
15188,45,73,yes
15189,96,79,yes
15190,79,47,yes
15191,32,76,yes
15192,67,4,yes
15193,90,77,yes
15194,41,88,yes
15195,8,49,no
15196,51,99,yes
15197,59,15,no
15198,59,66,yes
15199,66,64,yes
15200,53,65,yes
15201,29,4,no
15202,87,63,yes
15203,41,93,yes
15204,79,38,yes
15205,71,44,yes
15206,55,57,no
15207,60,30,no
15208,80,42,yes
15209,78,10,yes
15210,19,10,no
15211,65,22,yes
15212,68,65,yes
15213,1,63,yes
15214,39,24,no
15215,56,90,yes
15216,23,4,no
15217,78,32,yes
15218,71,90,yes
15219,96,12,yes
15220,66,65,yes
15221,54,71,yes
15222,53,69,yes
15223,81,78,yes
15224,12,89,yes
15225,26,12,no
15226,62,38,yes
15227,47,79,yes
15228,49,1,no
